f0,f1,f2,f3,f4,f5,action
1,0,0,1.0,0.158846720079367,1.0,0
1,0,0,1.0,0.15519569699557054,1.0,0
1,0,0,1.0,0.15154862453188941,1.0,0
1,0,0,1.0,0.1479055067687444,1.0,0
1,0,0,1.0,0.14426634772964642,1.0,0
1,0,0,1.0,0.14063115138154395,1.0,0
1,0,0,1.0,0.1369999216351678,1.0,0
1,0,0,1.0,0.1333726623453741,1.0,0
1,0,0,1.0,0.12974937731148417,1.0,0
1,0,0,1.0,0.1261300702776229,1.0,0
1,0,0,1.0,0.1225147449330543,1.0,0
1,0,0,1.0,0.11890340491251494,1.0,0
1,0,0,1.0,0.11529605379654544,1.0,0
1,0,0,1.0,0.11169269511181927,1.0,0
1,0,0,1.0,0.1080933323314699,1.0,0
1,0,0,1.0,0.10449796887541529,1.0,0
1,0,0,1.0,0.10090660811068078,1.0,0
1,0,0,1.0,0.09731925335171934,1.0,0
1,0,0,1.0,0.09373590786073017,1.0,0
1,0,0,1.0,0.09015657484797503,1.0,0
1,0,0,1.0,0.0865812574720925,1.0,0
1,0,0,1.0,0.08300995884041037,1.0,0
1,0,0,1.0,0.07944268200925596,1.0,0
1,0,0,1.0,0.07587942998426431,1.0,0
1,0,0,1.0,0.07232020572068473,1.0,0
1,0,0,1.0,0.06876501212368513,1.0,0
1,0,0,1.0,0.06521385204865454,1.0,0
1,0,0,1.0,0.06166672830150381,1.0,0
1,0,0,1.0,0.05812364363896424,1.0,0
1,0,0,1.0,0.05458460076888451,1.0,0
1,0,0,1.0,0.051049602350525705,1.0,0
1,0,0,1.0,0.04751865099485453,1.0,0
1,0,0,1.0,0.04399174926483468,1.0,0
1,0,0,1.0,0.04046889967571646,1.0,0
1,0,0,1.0,0.0369501046953246,1.0,0
1,0,0,1.0,0.03343536674434436,1.0,0
1,0,0,1.0,0.02992468819660583,1.0,0
1,0,0,1.0,0.026418071379366564,1.0,0
1,0,0,1.0,0.022915518573592454,1.0,0
1,0,0,1.0,0.019417032014236963,1.0,0
1,0,0,1.0,0.015922613890518637,1.0,0
1,0,0,1.0,0.012432266346196985,1.0,0
1,0,0,1.0,0.008945991479846701,1.0,0
1,0,0,1.0,0.005463791345130246,1.0,0
1,0,0,1.0,0.0019856679510688374,1.0,0
1,0,0,1.0,0.3740786867389662,1.0,0
1,0,0,1.0,0.3703880578044923,1.0,0
1,0,0,1.0,0.3667014439470642,1.0,0
1,0,0,1.0,0.3630188481770332,1.0,0
1,0,0,1.0,0.3593402734557531,1.0,0
1,0,0,1.0,0.3556657226958694,1.0,0
1,0,0,1.0,0.35199519876160684,1.0,0
1,0,0,1.0,0.34832870446905495,1.0,0
1,0,0,1.0,0.3446662425864524,1.0,0
1,0,0,1.0,0.3410078158344691,1.0,0
1,0,0,1.0,0.3373534268864872,1.0,0
1,0,0,1.0,0.3337030783688797,1.0,0
1,0,0,1.0,0.3300567728612886,1.0,0
1,0,0,1.0,0.32641451289690004,1.0,0
1,0,0,1.0,0.3227763009627189,1.0,0
1,0,0,1.0,0.3191421394998413,1.0,0
1,0,0,1.0,0.3155120309037256,1.0,0
1,0,0,1.0,0.3118859775244619,1.0,0
1,0,0,1.0,0.30826398166704017,1.0,0
1,0,0,1.0,0.30464604559161623,1.0,0
1,0,0,1.0,0.30103217151377704,1.0,0
1,0,0,1.0,0.2974223616048037,1.0,0
