f0,f1,f2,f3,f4,f5,action
0,1,0,1.0,0.12921864641658995,1.0,0
0,1,0,1.0,0.12601353352976313,1.0,0
0,1,0,1.0,0.12281165155663583,1.0,0
0,1,0,1.0,0.1196130060677224,1.0,0
0,1,0,1.0,0.11641760257079259,1.0,0
0,1,0,1.0,0.11322544651128263,1.0,0
0,1,0,1.0,0.11003654327270304,1.0,0
0,1,0,1.0,0.10685089817704285,1.0,0
0,1,0,1.0,0.10366851648517024,1.0,0
0,1,0,1.0,0.10048940339722978,1.0,0
0,1,0,1.0,0.09731356405303643,1.0,0
0,1,0,1.0,0.09414100353246595,1.0,0
0,1,0,1.0,0.09097172685584223,1.0,0
0,1,0,1.0,0.08780573898432127,1.0,0
0,1,0,1.0,0.08464304482027205,1.0,0
0,1,0,1.0,0.08148364920765416,1.0,0
0,1,0,1.0,0.07832755693239248,1.0,0
0,1,0,1.0,0.07517477272274853,1.0,0
0,1,0,1.0,0.07202530124968919,1.0,0
0,1,0,1.0,0.06887914712725206,1.0,0
0,1,0,1.0,0.06573631491290818,1.0,0
0,1,0,1.0,0.0625968091079217,1.0,0
0,1,0,1.0,0.05946063415770671,1.0,0
0,1,0,1.0,0.056327794452181355,1.0,0
0,1,0,1.0,0.05319829432611911,1.0,0
0,1,0,1.0,0.05007213805949726,1.0,0
0,1,0,1.0,0.04694932987784278,1.0,0
0,1,0,1.0,0.04382987395257552,1.0,0
0,1,0,1.0,0.0407137744013487,1.0,0
0,1,0,1.0,0.03760103528838694,1.0,0
0,1,0,1.0,0.034491660624821556,1.0,0
0,1,0,1.0,0.031385654369023484,1.0,0
0,1,0,1.0,0.028283020426933612,1.0,0
0,1,0,1.0,0.025183762652390685,1.0,0
0,1,0,1.0,0.022087884847456773,1.0,0
0,1,0,1.0,0.018995390762740337,1.0,0
0,1,0,1.0,0.0159062840977169,1.0,0
0,1,0,1.0,0.012820568501047425,1.0,0
0,1,0,1.0,0.009225708225057777,1.0,0
0,1,0,1.0,0.005634813339045175,1.0,0
0,1,0,1.0,0.0020478879155282274,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,0
0,1,0,1.0,1.0,1.0,2
0,0,1,1.0,1.0,1.0,2
0,0,1,1.0,1.0,1.0,2
0,0,1,1.0,1.0,1.0,2
0,0,1,1.0,1.0,1.0,2
0,0,1,1.0,1.0,1.0,2
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,0
0,0,1,1.0,1.0,1.0,1
0,1,0,1.0,1.0,1.0,1
1,0,0,1.0,1.0,1.0,1
1,0,0,1.0,1.0,1.0,1
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,1
1,0,0,1.0,1.0,1.0,1
1,0,0,1.0,1.0,1.0,1
1,0,0,1.0,1.0,1.0,1
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,1.0,1.0,0
1,0,0,1.0,0.5222990293103125,1.0,0
1,0,0,1.0,0.5187660169212768,1.0,0
1,0,0,1.0,0.5152346554982912,1.0,0
1,0,0,1.0,0.5117049664382126,1.0,0
1,0,0,1.0,0.5081769709047163,1.0,0
1,0,0,1.0,0.5046506898321552,1.0,0
1,0,0,1.0,0.5011261439293075,1.0,0
1,0,0,1.0,0.4976033536830151,1.0,0
1,0,0,1.0,0.4940823393617194,1.0,0
1,0,0,1.0,0.4905631210188964,1.0,0
1,0,0,1.0,0.48704571849639666,1.0,2
0,1,0,1.0,0.48353015142769296,1.0,2
0,0,1,1.0,0.4800164392410388,1.0,2
0,0,1,1.0,0.4765046011625427,1.0,2
0,0,1,1.0,0.47299465621915904,1.0,2
0,0,1,1.0,0.4694866232416014,1.0,0
0,0,1,1.0,0.4659805208671782,1.0,0
0,0,1,1.0,0.4624763675425564,1.0,0
0,0,1,1.0,0.4589741815264537,1.0,0
0,0,1,1.0,0.45547398089226226,1.0,0
0,0,1,1.0,0.45197578353060797,1.0,0
0,0,1,1.0,0.44847960715184493,1.0,0
0,0,1,1.0,0.44498546928848925,1.0,0
0,0,1,1.0,0.44149338729759424,1.0,0
0,0,1,1.0,0.4380033783630674,1.0,0
0,0,1,1.0,0.4345154594979335,1.0,0
0,0,1,1.0,0.43102964754654344,1.0,0
0,0,1,1.0,0.427545959186732,1.0,0
0,0,1,1.0,0.42406441093192626,1.0,0
0,0,1,1.0,0.42058501913320495,1.0,0
0,0,1,1.0,0.4171077999813118,1.0,0
0,0,1,1.0,0.41363276950862404,1.0,0
0,0,1,1.0,0.4101599435910767,1.0,0
0,0,1,1.0,0.4066893379500449,1.0,0
0,0,1,1.0,0.40322096815418584,1.0,0
0,0,1,1.0,0.3997548496212399,1.0,1
0,1,0,1.0,0.3962909976197949,1.0,1
1,0,0,1.0,0.3928294272710121,1.0,1
1,0,0,1.0,0.38937015355031634,1.0,0
1,0,0,1.0,0.3859131912890515,1.0,0
1,0,0,1.0,0.38245855517610183,1.0,0
1,0,0,1.0,0.3790062597594808,1.0,0
1,0,0,1.0,0.3755563194478873,1.0,0
1,0,0,1.0,0.3721087485122315,1.0,0
1,0,0,1.0,0.36866356108713055,1.0,0
1,0,0,1.0,0.36522077117237484,1.0,0
1,0,0,1.0,0.36178039263436607,1.0,0
1,0,0,1.0,0.3583424392075282,1.0,0
1,0,0,1.0,0.3549069244956907,1.0,0
1,0,0,1.0,0.35147386197344666,1.0,0
1,0,0,1.0,0.34804326498748545,1.0,0
1,0,0,1.0,0.3446151467579003,1.0,0
1,0,0,1.0,0.34118952037947287,1.0,0
1,0,0,1.0,0.3377663988229338,1.0,0
1,0,0,1.0,0.33434579493620126,1.0,0
1,0,0,1.0,0.33092772144559685,1.0,0
1,0,0,1.0,0.32751219095704076,1.0,0
1,0,0,1.0,0.3240992159572261,1.0,2
0,1,0,1.0,0.320688808814772,1.0,2
0,0,1,1.0,0.3172809817813583,1.0,2
0,0,1,1.0,0.3138757469928399,1.0,0
0,0,1,1.0,0.31047311647034326,1.0,0
0,0,1,1.0,0.30707310212134403,1.0,0
0,0,1,1.0,0.30367571574072705,1.0,0
0,0,1,1.0,0.3002809690118292,1.0,0
0,0,1,1.0,0.29688887350746523,1.0,0
0,0,1,1.0,0.29349944069093714,1.0,0
0,0,1,1.0,0.29011268191702744,1.0,0
0,0,1,1.0,0.2867286084329769,1.0,0
0,0,1,1.0,0.2833472313794466,1.0,0
0,0,1,1.0,0.2799685617914659,1.0,0
0,0,1,1.0,0.27659261059936513,1.0,0
0,0,1,1.0,0.2732193886296939,1.0,0
0,0,1,1.0,0.2698489066061268,1.0,0
0,0,1,1.0,0.26648117515035397,1.0,0
0,0,1,1.0,0.26311620478295955,1.0,0
0,0,1,1.0,0.25975400592428705,1.0,1
0,1,0,1.0,0.2563945888952916,1.0,1
1,0,0,1.0,0.25303796391838074,1.0,1
1,0,0,1.0,0.24968414111824208,1.0,0
1,0,0,1.0,0.24633313052266054,1.0,0
1,0,0,1.0,0.24298494206332286,1.0,0
1,0,0,1.0,0.23963958557661175,1.0,0
1,0,0,1.0,0.2362970708043886,1.0,0
1,0,0,1.0,0.2329574073947655,1.0,0
1,0,0,1.0,0.22962060490286715,1.0,0
1,0,0,1.0,0.22628667279158193,1.0,0
1,0,0,1.0,0.2229556204323034,1.0,0
1,0,0,1.0,0.2196274571056617,1.0,0
1,0,0,1.0,0.21630219200224537,1.0,0
1,0,0,1.0,0.2129798342233141,1.0,0
1,0,0,1.0,0.2096603927815016,1.0,0
1,0,0,1.0,0.20634387660151013,1.0,0
1,0,0,1.0,0.20303029452079588,1.0,0
1,0,0,1.0,0.1997196552902457,1.0,0
1,0,0,1.0,0.1964119675748454,1.0,0
1,0,0,1.0,0.19310723995433987,1.0,2
0,1,0,1.0,0.18980548092388497,1.0,2
0,0,1,1.0,0.1865066988946915,1.0,2
0,0,1,1.0,0.18321090219466138,1.0,0
0,0,1,1.0,0.1799180990690161,1.0,0
0,0,1,1.0,0.1766282976809179,1.0,0
0,0,1,1.0,0.1733415061120834,1.0,0
0,0,1,1.0,0.1700577323633902,1.0,0
0,0,1,1.0,0.16677698435547628,1.0,0
0,0,1,1.0,0.16349926992933256,1.0,0
0,0,1,1.0,0.16022459684688872,1.0,0
0,0,1,1.0,0.15695297279159237,1.0,0
0,0,1,1.0,0.1536844053689815,1.0,0
0,0,1,1.0,0.15041890210725087,1.0,0
0,0,1,1.0,0.14715647045781172,1.0,0
0,0,1,1.0,0.14389711779584574,1.0,0
0,0,1,1.0,0.14064085142085264,1.0,0
0,0,1,1.0,0.13738767855719197,1.0,0
0,0,1,1.0,0.13413760635461916,1.0,0
0,0,1,1.0,0.1308906418888155,1.0,0
0,0,1,1.0,0.12764679216191294,1.0,0
0,0,1,1.0,0.12440606410301325,1.0,0
0,0,1,1.0,0.12116846456870141,1.0,1
0,1,0,1.0,0.11793400034355425,1.0,1
1,0,0,1.0,0.11470267814064339,1.0,0
1,0,0,1.0,0.11147450460203331,1.0,0
1,0,0,1.0,0.10824948629927426,1.0,0
1,0,0,1.0,0.10502762973389028,1.0,0
1,0,0,1.0,0.10180894133786222,1.0,0
1,0,0,1.0,0.09859342747410617,1.0,0
1,0,0,1.0,0.09538109443694694,1.0,0
1,0,0,1.0,0.09217194845258717,1.0,0
1,0,0,1.0,0.08896599567957167,1.0,0
1,0,0,1.0,0.0857632422092474,1.0,0
1,0,0,1.0,0.08256369406621902,1.0,0
1,0,0,1.0,0.07936735720880014,1.0,0
1,0,0,1.0,0.07617423752946019,1.0,0
1,0,0,1.0,0.0729843408552673,1.0,0
1,0,0,1.0,0.0697976729483269,1.0,0
1,0,0,1.0,0.06661423950621632,1.0,0
1,0,0,1.0,0.06343404616241544,1.0,0
1,0,0,1.0,0.060257098486733274,1.0,0
1,0,0,1.0,0.05708340198573092,1.0,0
1,0,0,1.0,0.05391296210314046,1.0,0
1,0,0,1.0,0.05074578422028027,1.0,0
1,0,0,1.0,0.04758187365646658,1.0,0
1,0,0,1.0,0.044421235669421466,1.0,0
1,0,0,1.0,0.04126387545567716,1.0,0
1,0,0,1.0,0.038109798150976947,1.0,0
1,0,0,1.0,0.03495900883067252,1.0,0
1,0,0,1.0,0.03181151251011794,1.0,0
1,0,0,1.0,0.02866731414506028,1.0,0
1,0,0,1.0,0.025526418632026836,1.0,0
1,0,0,1.0,0.022388830808709227,1.0,0
1,0,0,1.0,0.019254555454344107,1.0,0
1,0,0,1.0,0.016123597290090854,1.0,0
1,0,0,1.0,0.012995960979406033,1.0,0
1,0,0,1.0,0.009871651128414817,1.0,0
1,0,0,1.0,0.006750672286279366,1.0,0
1,0,0,1.0,0.0036330289455641985,1.0,0
1,0,0,1.0,0.0005187255425986257,1.0,0
1,0,0,1.0,0.2711476285103275,1.0,0
1,0,0,1.0,0.26789266723805255,1.0,0
1,0,0,1.0,0.26464093369944214,1.0,0
1,0,0,1.0,0.26139243331510736,1.0,0
1,0,0,1.0,0.2581471714450655,1.0,0
1,0,0,1.0,0.2549051533891252,1.0,0
1,0,0,1.0,0.251666384387269,1.0,0
1,0,0,1.0,0.24843086962003197,1.0,0
1,0,0,1.0,0.2451986142088783,1.0,0
1,0,0,1.0,0.2419696232165743,1.0,0
1,0,0,1.0,0.2387439016475584,1.0,0
1,0,0,1.0,0.23552145444830833,1.0,0
1,0,0,1.0,0.23230228650770562,1.0,0
1,0,0,1.0,0.22908640265739694,1.0,0
1,0,0,1.0,0.22587380767215262,1.0,0
1,0,0,1.0,0.22266450627022277,1.0,0
1,0,0,1.0,0.21945850311369025,1.0,0
1,0,0,1.0,0.21625580280882098,1.0,0
1,0,0,1.0,0.2130564099064119,1.0,0
1,0,0,1.0,0.20986032890213585,1.0,0
1,0,0,1.0,0.20666756423688448,1.0,0
1,0,0,1.0,0.2029655809512711,1.0,0
1,0,0,1.0,0.1992674898989612,1.0,0
1,0,0,1.0,0.19557329593294573,1.0,0
1,0,0,1.0,0.1918830038445608,1.0,0
1,0,0,1.0,0.18819661836386883,1.0,0
1,0,0,1.0,0.18451414416003636,1.0,0
1,0,0,1.0,0.18083558584170972,1.0,0
1,0,0,1.0,0.17716094795738754,1.0,0
1,0,0,1.0,0.17349023499579094,1.0,0
1,0,0,1.0,0.1698234513862308,1.0,0
1,0,0,1.0,0.16616060149897255,1.0,0
1,0,0,1.0,0.16250168964559839,1.0,0
